BA Code,Timestamp (Hour Ending),Demand (MWh)
SCL,1/17/2025 6 a.m. PST,1200.0
SCL,1/17/2025 7 a.m. PST,1347.0
SCL,1/17/2025 8 a.m. PST,1463.0
SCL,1/17/2025 9 a.m. PST,1498.0
SCL,1/17/2025 10 a.m. PST,1523.0
SCL,1/17/2025 11 a.m. PST,1514.0
SCL,1/17/2025 12 p.m. PST,1494.0
SCL,1/17/2025 1 p.m. PST,1470.0
SCL,1/17/2025 2 p.m. PST,1438.0
SCL,1/17/2025 3 p.m. PST,1426.0
SCL,1/17/2025 4 p.m. PST,1431.0
SCL,1/17/2025 5 p.m. PST,1473.0
SCL,1/17/2025 6 p.m. PST,1543.0
SCL,1/17/2025 7 p.m. PST,1510.0
SCL,1/17/2025 8 p.m. PST,1480.0
SCL,1/17/2025 9 p.m. PST,1454.0
SCL,1/17/2025 10 p.m. PST,1398.0
SCL,1/17/2025 11 p.m. PST,1339.0
SCL,1/18/2025 12 a.m. PST,1275.0
SCL,1/18/2025 1 a.m. PST,1226.0
SCL,1/18/2025 2 a.m. PST,1204.0
SCL,1/18/2025 3 a.m. PST,1158.0
SCL,1/18/2025 4 a.m. PST,1186.0
SCL,1/18/2025 5 a.m. PST,1202.0
SCL,1/18/2025 6 a.m. PST,1252.0
SCL,1/18/2025 7 a.m. PST,1318.0
SCL,1/18/2025 8 a.m. PST,1363.0
SCL,1/18/2025 9 a.m. PST,1422.0
SCL,1/18/2025 10 a.m. PST,1503.0
SCL,1/18/2025 11 a.m. PST,1470.0
SCL,1/18/2025 12 p.m. PST,1441.0
SCL,1/18/2025 1 p.m. PST,1391.0
SCL,1/18/2025 2 p.m. PST,1342.0
SCL,1/18/2025 3 p.m. PST,1321.0
SCL,1/18/2025 4 p.m. PST,1336.0
SCL,1/18/2025 5 p.m. PST,1389.0
SCL,1/18/2025 6 p.m. PST,1473.0
SCL,1/18/2025 7 p.m. PST,1482.0
SCL,1/18/2025 8 p.m. PST,1460.0
SCL,1/18/2025 9 p.m. PST,1436.0
SCL,1/18/2025 10 p.m. PST,1394.0
SCL,1/18/2025 11 p.m. PST,1328.0
SCL,1/19/2025 12 a.m. PST,1268.0
SCL,1/19/2025 1 a.m. PST,1227.0
SCL,1/19/2025 2 a.m. PST,1197.0
SCL,1/19/2025 3 a.m. PST,1180.0
SCL,1/19/2025 4 a.m. PST,1186.0
SCL,1/19/2025 5 a.m. PST,1204.0
SCL,1/19/2025 6 a.m. PST,1244.0
SCL,1/19/2025 7 a.m. PST,1308.0
SCL,1/19/2025 8 a.m. PST,1379.0
SCL,1/19/2025 9 a.m. PST,1441.0
SCL,1/19/2025 10 a.m. PST,1457.0
SCL,1/19/2025 11 a.m. PST,1441.0
SCL,1/19/2025 12 p.m. PST,1406.0
SCL,1/19/2025 1 p.m. PST,1380.0
SCL,1/19/2025 2 p.m. PST,1358.0
SCL,1/19/2025 3 p.m. PST,1331.0
SCL,1/19/2025 4 p.m. PST,1346.0
SCL,1/19/2025 5 p.m. PST,1397.0
SCL,1/19/2025 6 p.m. PST,1489.0
SCL,1/19/2025 7 p.m. PST,1500.0
SCL,1/19/2025 8 p.m. PST,1504.0
SCL,1/19/2025 9 p.m. PST,1478.0
SCL,1/19/2025 10 p.m. PST,1432.0
SCL,1/19/2025 11 p.m. PST,1365.0
SCL,1/20/2025 12 a.m. PST,1298.0
SCL,1/20/2025 1 a.m. PST,1256.0
SCL,1/20/2025 2 a.m. PST,1228.0
SCL,1/20/2025 3 a.m. PST,1224.0
SCL,1/20/2025 4 a.m. PST,1235.0
SCL,1/20/2025 5 a.m. PST,1275.0
SCL,1/20/2025 6 a.m. PST,1370.0
SCL,1/20/2025 7 a.m. PST,1489.0
SCL,1/20/2025 8 a.m. PST,1558.0
SCL,1/20/2025 9 a.m. PST,1601.0
SCL,1/20/2025 10 a.m. PST,1605.0
SCL,1/20/2025 11 a.m. PST,1577.0
SCL,1/20/2025 12 p.m. PST,1552.0
SCL,1/20/2025 1 p.m. PST,1519.0
SCL,1/20/2025 2 p.m. PST,1482.0
SCL,1/20/2025 3 p.m. PST,1460.0
SCL,1/20/2025 4 p.m. PST,1463.0
SCL,1/20/2025 5 p.m. PST,1530.0
SCL,1/20/2025 6 p.m. PST,1592.0
SCL,1/20/2025 7 p.m. PST,1590.0
SCL,1/20/2025 8 p.m. PST,1566.0
SCL,1/20/2025 9 p.m. PST,1517.0
SCL,1/20/2025 10 p.m. PST,1419.0
SCL,1/20/2025 11 p.m. PST,1365.0
SCL,1/21/2025 12 a.m. PST,1178.0
SCL,1/21/2025 1 a.m. PST,1233.0
SCL,1/21/2025 2 a.m. PST,1208.0
SCL,1/21/2025 3 a.m. PST,1205.0
SCL,1/21/2025 4 a.m. PST,1224.0
SCL,1/21/2025 5 a.m. PST,1285.0
SCL,1/21/2025 6 a.m. PST,1386.0
SCL,1/21/2025 7 a.m. PST,1552.0
SCL,1/21/2025 8 a.m. PST,1680.0
SCL,1/21/2025 9 a.m. PST,1699.0
SCL,1/21/2025 10 a.m. PST,1654.0
SCL,1/21/2025 11 a.m. PST,1594.0
SCL,1/21/2025 12 p.m. PST,1540.0
SCL,1/21/2025 1 p.m. PST,1494.0
SCL,1/21/2025 2 p.m. PST,1451.0
SCL,1/21/2025 3 p.m. PST,1431.0
SCL,1/21/2025 4 p.m. PST,1434.0
SCL,1/21/2025 5 p.m. PST,1488.0
SCL,1/21/2025 6 p.m. PST,1541.0
SCL,1/21/2025 7 p.m. PST,1540.0
SCL,1/21/2025 8 p.m. PST,1515.0
SCL,1/21/2025 9 p.m. PST,1488.0
SCL,1/21/2025 10 p.m. PST,1427.0
SCL,1/21/2025 11 p.m. PST,1332.0
SCL,1/22/2025 12 a.m. PST,1247.0
SCL,1/22/2025 1 a.m. PST,1196.0
SCL,1/22/2025 2 a.m. PST,1172.0
SCL,1/22/2025 3 a.m. PST,1166.0
SCL,1/22/2025 4 a.m. PST,1185.0
SCL,1/22/2025 5 a.m. PST,1234.0
SCL,1/22/2025 6 a.m. PST,1347.0
SCL,1/22/2025 7 a.m. PST,1515.0
SCL,1/22/2025 8 a.m. PST,1644.0
SCL,1/22/2025 9 a.m. PST,1639.0
SCL,1/22/2025 10 a.m. PST,1606.0
SCL,1/22/2025 11 a.m. PST,1534.0
SCL,1/22/2025 12 p.m. PST,1479.0
SCL,1/22/2025 1 p.m. PST,1444.0
SCL,1/22/2025 2 p.m. PST,1411.0
SCL,1/22/2025 3 p.m. PST,1393.0
SCL,1/22/2025 4 p.m. PST,1397.0
SCL,1/22/2025 5 p.m. PST,1454.0
SCL,1/22/2025 6 p.m. PST,1542.0
SCL,1/22/2025 7 p.m. PST,1537.0
SCL,1/22/2025 8 p.m. PST,1519.0
SCL,1/22/2025 9 p.m. PST,1483.0
SCL,1/22/2025 10 p.m. PST,1420.0
SCL,1/22/2025 11 p.m. PST,1322.0
SCL,1/23/2025 12 a.m. PST,1230.0
SCL,1/23/2025 1 a.m. PST,1178.0
SCL,1/23/2025 2 a.m. PST,1147.0
SCL,1/23/2025 3 a.m. PST,1138.0
SCL,1/23/2025 4 a.m. PST,1158.0
SCL,1/23/2025 5 a.m. PST,1215.0
SCL,1/23/2025 6 a.m. PST,1325.0
SCL,1/23/2025 7 a.m. PST,1489.0
SCL,1/23/2025 8 a.m. PST,1623.0
SCL,1/23/2025 9 a.m. PST,1640.0
SCL,1/23/2025 10 a.m. PST,1590.0
SCL,1/23/2025 11 a.m. PST,1527.0
SCL,1/23/2025 12 p.m. PST,1481.0
SCL,1/23/2025 1 p.m. PST,1454.0
SCL,1/23/2025 2 p.m. PST,1443.0
SCL,1/23/2025 3 p.m. PST,1429.0
SCL,1/23/2025 4 p.m. PST,1442.0
SCL,1/23/2025 5 p.m. PST,1484.0
SCL,1/23/2025 6 p.m. PST,1546.0
SCL,1/23/2025 7 p.m. PST,1520.0
SCL,1/23/2025 8 p.m. PST,1480.0
SCL,1/23/2025 9 p.m. PST,1435.0
SCL,1/23/2025 10 p.m. PST,1364.0
SCL,1/23/2025 11 p.m. PST,1278.0
SCL,1/24/2025 12 a.m. PST,1178.0
SCL,1/24/2025 1 a.m. PST,1127.0
SCL,1/24/2025 2 a.m. PST,1087.0
SCL,1/24/2025 3 a.m. PST,1073.0
SCL,1/24/2025 4 a.m. PST,1077.0
SCL,1/24/2025 5 a.m. PST,1126.0
SCL,1/24/2025 6 a.m. PST,1231.0
SCL,1/24/2025 7 a.m. PST,1381.0
SCL,1/24/2025 8 a.m. PST,1497.0
SCL,1/24/2025 9 a.m. PST,1535.0
SCL,1/24/2025 10 a.m. PST,1535.0
SCL,1/24/2025 11 a.m. PST,1524.0
SCL,1/24/2025 12 p.m. PST,1478.0
SCL,1/24/2025 1 p.m. PST,1444.0
SCL,1/24/2025 2 p.m. PST,1409.0
SCL,1/24/2025 3 p.m. PST,1389.0
SCL,1/24/2025 4 p.m. PST,1395.0
SCL,1/24/2025 5 p.m. PST,1431.0
SCL,1/24/2025 6 p.m. PST,1525.0
SCL,1/24/2025 7 p.m. PST,1507.0
SCL,1/24/2025 8 p.m. PST,1477.0
SCL,1/24/2025 9 p.m. PST,1439.0
SCL,1/24/2025 10 p.m. PST,1390.0
SCL,1/24/2025 11 p.m. PST,1289.0
SCL,1/25/2025 12 a.m. PST,1231.0
SCL,1/25/2025 1 a.m. PST,1219.0
SCL,1/25/2025 2 a.m. PST,1189.0
SCL,1/25/2025 3 a.m. PST,1173.0
SCL,1/25/2025 4 a.m. PST,1180.0
SCL,1/25/2025 5 a.m. PST,1183.0
SCL,1/25/2025 6 a.m. PST,1252.0
SCL,1/25/2025 7 a.m. PST,1326.0
SCL,1/25/2025 8 a.m. PST,1405.0
SCL,1/25/2025 9 a.m. PST,1478.0
SCL,1/25/2025 10 a.m. PST,1487.0
SCL,1/25/2025 11 a.m. PST,1427.0
SCL,1/25/2025 12 p.m. PST,1435.0
SCL,1/25/2025 1 p.m. PST,1375.0
SCL,1/25/2025 2 p.m. PST,1328.0
SCL,1/25/2025 3 p.m. PST,1325.0
SCL,1/25/2025 4 p.m. PST,1337.0
SCL,1/25/2025 5 p.m. PST,1379.0
SCL,1/25/2025 6 p.m. PST,1473.0
SCL,1/25/2025 7 p.m. PST,1494.0
SCL,1/25/2025 8 p.m. PST,1474.0
SCL,1/25/2025 9 p.m. PST,1456.0
SCL,1/25/2025 10 p.m. PST,1404.0
SCL,1/25/2025 11 p.m. PST,1357.0
SCL,1/26/2025 12 a.m. PST,1297.0
SCL,1/26/2025 1 a.m. PST,1245.0
SCL,1/26/2025 2 a.m. PST,1219.0
SCL,1/26/2025 3 a.m. PST,1195.0
SCL,1/26/2025 4 a.m. PST,1203.0
SCL,1/26/2025 5 a.m. PST,1220.0
SCL,1/26/2025 6 a.m. PST,1252.0
SCL,1/26/2025 7 a.m. PST,1326.0
SCL,1/26/2025 8 a.m. PST,1394.0
SCL,1/26/2025 9 a.m. PST,1459.0
SCL,1/26/2025 10 a.m. PST,1480.0
SCL,1/26/2025 11 a.m. PST,1460.0
SCL,1/26/2025 12 p.m. PST,1412.0
SCL,1/26/2025 1 p.m. PST,1396.0
SCL,1/26/2025 2 p.m. PST,1373.0
SCL,1/26/2025 3 p.m. PST,1340.0
SCL,1/26/2025 4 p.m. PST,1350.0
SCL,1/26/2025 5 p.m. PST,1390.0
SCL,1/26/2025 6 p.m. PST,1485.0
SCL,1/26/2025 7 p.m. PST,1521.0
SCL,1/26/2025 8 p.m. PST,1527.0
SCL,1/26/2025 9 p.m. PST,1499.0
SCL,1/26/2025 10 p.m. PST,1429.0
SCL,1/26/2025 11 p.m. PST,1320.0
SCL,1/27/2025 12 a.m. PST,1156.0
SCL,1/27/2025 1 a.m. PST,1220.0
SCL,1/27/2025 2 a.m. PST,1190.0
SCL,1/27/2025 3 a.m. PST,1208.0
SCL,1/27/2025 4 a.m. PST,1223.0
SCL,1/27/2025 5 a.m. PST,1285.0
SCL,1/27/2025 6 a.m. PST,1391.0
SCL,1/27/2025 7 a.m. PST,1552.0
SCL,1/27/2025 8 a.m. PST,1693.0
SCL,1/27/2025 9 a.m. PST,1700.0
SCL,1/27/2025 10 a.m. PST,1645.0
SCL,1/27/2025 11 a.m. PST,1566.0
SCL,1/27/2025 12 p.m. PST,1491.0
SCL,1/27/2025 1 p.m. PST,1443.0
SCL,1/27/2025 2 p.m. PST,1400.0
SCL,1/27/2025 3 p.m. PST,1366.0
SCL,1/27/2025 4 p.m. PST,1363.0
SCL,1/27/2025 5 p.m. PST,1398.0
SCL,1/27/2025 6 p.m. PST,1492.0
SCL,1/27/2025 7 p.m. PST,1517.0
SCL,1/27/2025 8 p.m. PST,1493.0
SCL,1/27/2025 9 p.m. PST,1457.0
SCL,1/27/2025 10 p.m. PST,1394.0
SCL,1/27/2025 11 p.m. PST,1307.0
SCL,1/28/2025 12 a.m. PST,1213.0
SCL,1/28/2025 1 a.m. PST,1163.0
SCL,1/28/2025 2 a.m. PST,1145.0
SCL,1/28/2025 3 a.m. PST,1138.0
SCL,1/28/2025 4 a.m. PST,1161.0
SCL,1/28/2025 5 a.m. PST,1214.0
SCL,1/28/2025 6 a.m. PST,1311.0
SCL,1/28/2025 7 a.m. PST,1480.0
SCL,1/28/2025 8 a.m. PST,1615.0
SCL,1/28/2025 9 a.m. PST,1630.0
SCL,1/28/2025 10 a.m. PST,1575.0
SCL,1/28/2025 11 a.m. PST,1511.0
SCL,1/28/2025 12 p.m. PST,1459.0
SCL,1/28/2025 1 p.m. PST,1413.0
SCL,1/28/2025 2 p.m. PST,1378.0
SCL,1/28/2025 3 p.m. PST,1327.0
SCL,1/28/2025 4 p.m. PST,1326.0
SCL,1/28/2025 5 p.m. PST,1373.0
SCL,1/28/2025 6 p.m. PST,1472.0
SCL,1/28/2025 7 p.m. PST,1491.0
SCL,1/28/2025 8 p.m. PST,1481.0
SCL,1/28/2025 9 p.m. PST,1444.0
SCL,1/28/2025 10 p.m. PST,1384.0
SCL,1/28/2025 11 p.m. PST,1301.0
SCL,1/29/2025 12 a.m. PST,1220.0
SCL,1/29/2025 1 a.m. PST,1165.0
SCL,1/29/2025 2 a.m. PST,1141.0
SCL,1/29/2025 3 a.m. PST,1136.0
SCL,1/29/2025 4 a.m. PST,1150.0
SCL,1/29/2025 5 a.m. PST,1203.0
SCL,1/29/2025 6 a.m. PST,1311.0
SCL,1/29/2025 7 a.m. PST,1474.0
SCL,1/29/2025 8 a.m. PST,1594.0
SCL,1/29/2025 9 a.m. PST,1617.0
SCL,1/29/2025 10 a.m. PST,1607.0
SCL,1/29/2025 11 a.m. PST,1573.0
SCL,1/29/2025 12 p.m. PST,1505.0
SCL,1/29/2025 1 p.m. PST,1429.0
SCL,1/29/2025 2 p.m. PST,1367.0
SCL,1/29/2025 3 p.m. PST,1333.0
SCL,1/29/2025 4 p.m. PST,1327.0
SCL,1/29/2025 5 p.m. PST,1356.0
SCL,1/29/2025 6 p.m. PST,1447.0
SCL,1/29/2025 7 p.m. PST,1472.0
SCL,1/29/2025 8 p.m. PST,1455.0
SCL,1/29/2025 9 p.m. PST,1427.0
SCL,1/29/2025 10 p.m. PST,1378.0
SCL,1/29/2025 11 p.m. PST,1286.0
SCL,1/30/2025 12 a.m. PST,1195.0
SCL,1/30/2025 1 a.m. PST,1140.0
SCL,1/30/2025 2 a.m. PST,1113.0
SCL,1/30/2025 3 a.m. PST,1098.0
SCL,1/30/2025 4 a.m. PST,1105.0
SCL,1/30/2025 5 a.m. PST,1151.0
SCL,1/30/2025 6 a.m. PST,1256.0
SCL,1/30/2025 7 a.m. PST,1401.0
SCL,1/30/2025 8 a.m. PST,1520.0
SCL,1/30/2025 9 a.m. PST,1547.0
SCL,1/30/2025 10 a.m. PST,1542.0
SCL,1/30/2025 11 a.m. PST,1530.0
SCL,1/30/2025 12 p.m. PST,1518.0
SCL,1/30/2025 1 p.m. PST,1471.0
SCL,1/30/2025 2 p.m. PST,1434.0
SCL,1/30/2025 3 p.m. PST,1422.0
SCL,1/30/2025 4 p.m. PST,1419.0
SCL,1/30/2025 5 p.m. PST,1467.0
SCL,1/30/2025 6 p.m. PST,1522.0
SCL,1/30/2025 7 p.m. PST,1488.0
SCL,1/30/2025 8 p.m. PST,1452.0
SCL,1/30/2025 9 p.m. PST,1400.0
SCL,1/30/2025 10 p.m. PST,1337.0
SCL,1/30/2025 11 p.m. PST,1249.0
SCL,1/31/2025 12 a.m. PST,1159.0
SCL,1/31/2025 1 a.m. PST,1097.0
SCL,1/31/2025 2 a.m. PST,1052.0
SCL,1/31/2025 3 a.m. PST,1033.0
SCL,1/31/2025 4 a.m. PST,1036.0
SCL,1/31/2025 5 a.m. PST,1076.0
SCL,1/31/2025 6 a.m. PST,1166.0
SCL,1/31/2025 7 a.m. PST,1308.0
SCL,1/31/2025 8 a.m. PST,1409.0
SCL,1/31/2025 9 a.m. PST,1431.0
SCL,1/31/2025 10 a.m. PST,1425.0
SCL,1/31/2025 11 a.m. PST,1424.0
SCL,1/31/2025 12 p.m. PST,1410.0
SCL,1/31/2025 1 p.m. PST,1400.0
SCL,1/31/2025 2 p.m. PST,1418.0
SCL,1/31/2025 3 p.m. PST,1430.0
SCL,1/31/2025 4 p.m. PST,1424.0
SCL,1/31/2025 5 p.m. PST,1443.0
SCL,1/31/2025 6 p.m. PST,1462.0
SCL,1/31/2025 7 p.m. PST,1423.0
SCL,1/31/2025 8 p.m. PST,1378.0
SCL,1/31/2025 9 p.m. PST,1336.0
SCL,1/31/2025 10 p.m. PST,1311.0
SCL,1/31/2025 11 p.m. PST,1261.0
SCL,2/1/2025 12 a.m. PST,1198.0
SCL,2/1/2025 1 a.m. PST,1147.0
SCL,2/1/2025 2 a.m. PST,1084.0
SCL,2/1/2025 3 a.m. PST,1068.0
SCL,2/1/2025 4 a.m. PST,1076.0
SCL,2/1/2025 5 a.m. PST,1121.0
SCL,2/1/2025 6 a.m. PST,1176.0
SCL,2/1/2025 7 a.m. PST,1245.0
SCL,2/1/2025 8 a.m. PST,1322.0
SCL,2/1/2025 9 a.m. PST,1391.0
SCL,2/1/2025 10 a.m. PST,1449.0
SCL,2/1/2025 11 a.m. PST,1455.0
SCL,2/1/2025 12 p.m. PST,1459.0
SCL,2/1/2025 1 p.m. PST,1470.0
SCL,2/1/2025 2 p.m. PST,1440.0
SCL,2/1/2025 3 p.m. PST,1423.0
SCL,2/1/2025 4 p.m. PST,1409.0
SCL,2/1/2025 5 p.m. PST,1426.0
SCL,2/1/2025 6 p.m. PST,1499.0
SCL,2/1/2025 7 p.m. PST,1528.0
SCL,2/1/2025 8 p.m. PST,1497.0
SCL,2/1/2025 9 p.m. PST,1459.0
SCL,2/1/2025 10 p.m. PST,1418.0
SCL,2/1/2025 11 p.m. PST,1348.0
SCL,2/2/2025 12 a.m. PST,1285.0
SCL,2/2/2025 1 a.m. PST,1225.0
SCL,2/2/2025 2 a.m. PST,1199.0
SCL,2/2/2025 3 a.m. PST,1175.0
SCL,2/2/2025 4 a.m. PST,1170.0
SCL,2/2/2025 5 a.m. PST,1190.0
SCL,2/2/2025 6 a.m. PST,1222.0
SCL,2/2/2025 7 a.m. PST,1257.0
SCL,2/2/2025 8 a.m. PST,1336.0
SCL,2/2/2025 9 a.m. PST,1419.0
SCL,2/2/2025 10 a.m. PST,1487.0
SCL,2/2/2025 11 a.m. PST,1530.0
SCL,2/2/2025 12 p.m. PST,1548.0
SCL,2/2/2025 1 p.m. PST,1535.0
SCL,2/2/2025 2 p.m. PST,1513.0
SCL,2/2/2025 3 p.m. PST,1457.0
SCL,2/2/2025 4 p.m. PST,1478.0
SCL,2/2/2025 5 p.m. PST,1534.0
SCL,2/2/2025 6 p.m. PST,1616.0
SCL,2/2/2025 7 p.m. PST,1647.0
SCL,2/2/2025 8 p.m. PST,1620.0
SCL,2/2/2025 9 p.m. PST,1575.0
SCL,2/2/2025 10 p.m. PST,1511.0
SCL,2/2/2025 11 p.m. PST,1407.0
SCL,2/3/2025 12 a.m. PST,1314.0
SCL,2/3/2025 1 a.m. PST,1272.0
SCL,2/3/2025 2 a.m. PST,1229.0
SCL,2/3/2025 3 a.m. PST,1226.0
SCL,2/3/2025 4 a.m. PST,1242.0
SCL,2/3/2025 5 a.m. PST,1287.0
SCL,2/3/2025 6 a.m. PST,1390.0
SCL,2/3/2025 7 a.m. PST,1534.0
SCL,2/3/2025 8 a.m. PST,1648.0
SCL,2/3/2025 9 a.m. PST,1693.0
SCL,2/3/2025 10 a.m. PST,1713.0
SCL,2/3/2025 11 a.m. PST,1684.0
SCL,2/3/2025 12 p.m. PST,1641.0
SCL,2/3/2025 1 p.m. PST,1620.0
SCL,2/3/2025 2 p.m. PST,1582.0
SCL,2/3/2025 3 p.m. PST,1561.0
SCL,2/3/2025 4 p.m. PST,1572.0
SCL,2/3/2025 5 p.m. PST,1606.0
SCL,2/3/2025 6 p.m. PST,1663.0
SCL,2/3/2025 7 p.m. PST,1659.0
SCL,2/3/2025 8 p.m. PST,1627.0
SCL,2/3/2025 9 p.m. PST,1574.0
SCL,2/3/2025 10 p.m. PST,1496.0
SCL,2/3/2025 11 p.m. PST,1390.0
SCL,2/4/2025 12 a.m. PST,1296.0
SCL,2/4/2025 1 a.m. PST,1250.0
SCL,2/4/2025 2 a.m. PST,1213.0
SCL,2/4/2025 3 a.m. PST,1212.0
SCL,2/4/2025 4 a.m. PST,1227.0
SCL,2/4/2025 5 a.m. PST,1258.0
SCL,2/4/2025 6 a.m. PST,1383.0
SCL,2/4/2025 7 a.m. PST,1550.0
SCL,2/4/2025 8 a.m. PST,1665.0
SCL,2/4/2025 9 a.m. PST,1677.0
SCL,2/4/2025 10 a.m. PST,1663.0
SCL,2/4/2025 11 a.m. PST,1615.0
SCL,2/4/2025 12 p.m. PST,1562.0
SCL,2/4/2025 1 p.m. PST,1497.0
SCL,2/4/2025 2 p.m. PST,1455.0
SCL,2/4/2025 3 p.m. PST,1454.0
SCL,2/4/2025 4 p.m. PST,1464.0
SCL,2/4/2025 5 p.m. PST,1533.0
SCL,2/4/2025 6 p.m. PST,1616.0
SCL,2/4/2025 7 p.m. PST,1622.0
SCL,2/4/2025 8 p.m. PST,1583.0
SCL,2/4/2025 9 p.m. PST,1546.0
SCL,2/4/2025 10 p.m. PST,1491.0
SCL,2/4/2025 11 p.m. PST,1398.0
SCL,2/5/2025 12 a.m. PST,1314.0
SCL,2/5/2025 1 a.m. PST,1260.0
SCL,2/5/2025 2 a.m. PST,1208.0
SCL,2/5/2025 3 a.m. PST,1180.0
SCL,2/5/2025 4 a.m. PST,1201.0
SCL,2/5/2025 5 a.m. PST,1252.0
SCL,2/5/2025 6 a.m. PST,1352.0
SCL,2/5/2025 7 a.m. PST,1487.0
SCL,2/5/2025 8 a.m. PST,1605.0
SCL,2/5/2025 9 a.m. PST,1652.0
SCL,2/5/2025 10 a.m. PST,1655.0
SCL,2/5/2025 11 a.m. PST,1633.0
SCL,2/5/2025 12 p.m. PST,1599.0
SCL,2/5/2025 1 p.m. PST,1595.0
SCL,2/5/2025 2 p.m. PST,1607.0
SCL,2/5/2025 3 p.m. PST,1567.0
SCL,2/5/2025 4 p.m. PST,1546.0
SCL,2/5/2025 5 p.m. PST,1575.0
SCL,2/5/2025 6 p.m. PST,1624.0
SCL,2/5/2025 7 p.m. PST,1603.0
SCL,2/5/2025 8 p.m. PST,1568.0
SCL,2/5/2025 9 p.m. PST,1516.0
SCL,2/5/2025 10 p.m. PST,1438.0
SCL,2/5/2025 11 p.m. PST,1341.0
SCL,2/6/2025 12 a.m. PST,1256.0
SCL,2/6/2025 1 a.m. PST,1206.0
SCL,2/6/2025 2 a.m. PST,1177.0
SCL,2/6/2025 3 a.m. PST,1163.0
SCL,2/6/2025 4 a.m. PST,1180.0
SCL,2/6/2025 5 a.m. PST,1229.0
SCL,2/6/2025 6 a.m. PST,1332.0
SCL,2/6/2025 7 a.m. PST,1458.0
SCL,2/6/2025 8 a.m. PST,1569.0
SCL,2/6/2025 9 a.m. PST,1622.0
SCL,2/6/2025 10 a.m. PST,1631.0
SCL,2/6/2025 11 a.m. PST,1589.0
SCL,2/6/2025 12 p.m. PST,1575.0
SCL,2/6/2025 1 p.m. PST,1543.0
SCL,2/6/2025 2 p.m. PST,1504.0
SCL,2/6/2025 3 p.m. PST,1466.0
SCL,2/6/2025 4 p.m. PST,1498.0
SCL,2/6/2025 5 p.m. PST,1537.0
SCL,2/6/2025 6 p.m. PST,1597.0
SCL,2/6/2025 7 p.m. PST,1590.0
SCL,2/6/2025 8 p.m. PST,1561.0
SCL,2/6/2025 9 p.m. PST,1518.0
SCL,2/6/2025 10 p.m. PST,1450.0
SCL,2/6/2025 11 p.m. PST,1365.0
SCL,2/7/2025 12 a.m. PST,1290.0
SCL,2/7/2025 1 a.m. PST,1240.0
SCL,2/7/2025 2 a.m. PST,1216.0
SCL,2/7/2025 3 a.m. PST,1207.0
SCL,2/7/2025 4 a.m. PST,1218.0
SCL,2/7/2025 5 a.m. PST,1265.0
SCL,2/7/2025 6 a.m. PST,1378.0
SCL,2/7/2025 7 a.m. PST,1534.0
SCL,2/7/2025 8 a.m. PST,1658.0
SCL,2/7/2025 9 a.m. PST,1690.0
SCL,2/7/2025 10 a.m. PST,1665.0
SCL,2/7/2025 11 a.m. PST,1616.0
SCL,2/7/2025 12 p.m. PST,1575.0
SCL,2/7/2025 1 p.m. PST,1556.0
SCL,2/7/2025 2 p.m. PST,1565.0
SCL,2/7/2025 3 p.m. PST,1540.0
SCL,2/7/2025 4 p.m. PST,1543.0
SCL,2/7/2025 5 p.m. PST,1585.0
SCL,2/7/2025 6 p.m. PST,1612.0
SCL,2/7/2025 7 p.m. PST,1599.0
SCL,2/7/2025 8 p.m. PST,1551.0
SCL,2/7/2025 9 p.m. PST,1497.0
SCL,2/7/2025 10 p.m. PST,1452.0
SCL,2/7/2025 11 p.m. PST,1364.0
SCL,2/8/2025 12 a.m. PST,1290.0
SCL,2/8/2025 1 a.m. PST,1250.0
SCL,2/8/2025 2 a.m. PST,1197.0
SCL,2/8/2025 3 a.m. PST,1178.0
SCL,2/8/2025 4 a.m. PST,1181.0
SCL,2/8/2025 5 a.m. PST,1201.0
SCL,2/8/2025 6 a.m. PST,1242.0
SCL,2/8/2025 7 a.m. PST,1304.0
SCL,2/8/2025 8 a.m. PST,1374.0
SCL,2/8/2025 9 a.m. PST,1449.0
SCL,2/8/2025 10 a.m. PST,1480.0
SCL,2/8/2025 11 a.m. PST,1511.0
SCL,2/8/2025 12 p.m. PST,1488.0
SCL,2/8/2025 1 p.m. PST,1480.0
SCL,2/8/2025 2 p.m. PST,1445.0
SCL,2/8/2025 3 p.m. PST,1435.0
SCL,2/8/2025 4 p.m. PST,1430.0
SCL,2/8/2025 5 p.m. PST,1424.0
SCL,2/8/2025 6 p.m. PST,1494.0
SCL,2/8/2025 7 p.m. PST,1475.0
SCL,2/8/2025 8 p.m. PST,1475.0
SCL,2/8/2025 9 p.m. PST,1453.0
SCL,2/8/2025 10 p.m. PST,1411.0
SCL,2/8/2025 11 p.m. PST,1341.0
SCL,2/9/2025 12 a.m. PST,1270.0
SCL,2/9/2025 1 a.m. PST,1185.0
SCL,2/9/2025 2 a.m. PST,1143.0
SCL,2/9/2025 3 a.m. PST,1135.0
SCL,2/9/2025 4 a.m. PST,1157.0
SCL,2/9/2025 5 a.m. PST,1176.0
SCL,2/9/2025 6 a.m. PST,1203.0
SCL,2/9/2025 7 a.m. PST,1272.0
SCL,2/9/2025 8 a.m. PST,1310.0
SCL,2/9/2025 9 a.m. PST,1378.0
SCL,2/9/2025 10 a.m. PST,1394.0
SCL,2/9/2025 11 a.m. PST,1399.0
