"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
SCL,"2/6/2025 7 p.m. PST",1590,1592,541,-1049
SCL,"2/6/2025 8 p.m. PST",1561,1561,548,-1013
SCL,"2/6/2025 9 p.m. PST",1518,1522,486,-1032
SCL,"2/6/2025 10 p.m. PST",1450,1459,353,-1097
SCL,"2/6/2025 11 p.m. PST",1365,1365,205,-1160
SCL,"2/7/2025 12 a.m. PST",1290,1282,197,-1093
SCL,"2/7/2025 1 a.m. PST",1240,1255,199,-1041
SCL,"2/7/2025 2 a.m. PST",1216,1218,199,-1017
SCL,"2/7/2025 3 a.m. PST",1207,1211,202,-1005
SCL,"2/7/2025 4 a.m. PST",1218,1221,200,-1018
SCL,"2/7/2025 5 a.m. PST",1265,1260,260,-1005
SCL,"2/7/2025 6 a.m. PST",1378,1363,540,-838
SCL,"2/7/2025 7 a.m. PST",1534,1509,544,-990
SCL,"2/7/2025 8 a.m. PST",1658,1624,638,-1020
SCL,"2/7/2025 9 a.m. PST",1690,1647,636,-1054
SCL,"2/7/2025 10 a.m. PST",1665,1624,581,-1084
SCL,"2/7/2025 11 a.m. PST",1616,1587,421,-1195
SCL,"2/7/2025 12 p.m. PST",1575,1548,422,-1153
SCL,"2/7/2025 1 p.m. PST",1556,1516,286,-1270
SCL,"2/7/2025 2 p.m. PST",1565,1488,282,-1283
SCL,"2/7/2025 3 p.m. PST",1540,1474,302,-1238
SCL,"2/7/2025 4 p.m. PST",1543,1455,337,-1206
SCL,"2/7/2025 5 p.m. PST",1585,1488,545,-1040
SCL,"2/7/2025 6 p.m. PST",1612,1536,580,-1032
SCL,"2/7/2025 7 p.m. PST",1599,1527,577,-1022
SCL,"2/7/2025 8 p.m. PST",1551,1485,580,-971
SCL,"2/7/2025 9 p.m. PST",1497,1449,530,-967
SCL,"2/7/2025 10 p.m. PST",1452,1392,271,-1181
SCL,"2/7/2025 11 p.m. PST",1364,1322,262,-1102
SCL,"2/8/2025 12 a.m. PST",1290,1257,280,-1010
SCL,"2/8/2025 1 a.m. PST",1250,1200,268,-982
SCL,"2/8/2025 2 a.m. PST",1197,1164,256,-941
SCL,"2/8/2025 3 a.m. PST",1178,1147,270,-908
SCL,"2/8/2025 4 a.m. PST",1181,1147,270,-911
SCL,"2/8/2025 5 a.m. PST",1201,1166,271,-930
SCL,"2/8/2025 6 a.m. PST",1242,1215,281,-961
SCL,"2/8/2025 7 a.m. PST",1304,1285,439,-865
SCL,"2/8/2025 8 a.m. PST",1374,1367,630,-744
SCL,"2/8/2025 9 a.m. PST",1449,1432,637,-812
SCL,"2/8/2025 10 a.m. PST",1480,1465,628,-852
SCL,"2/8/2025 11 a.m. PST",1511,1464,398,-1113
SCL,"2/8/2025 12 p.m. PST",1488,1455,291,-1197
SCL,"2/8/2025 1 p.m. PST",1480,1448,293,-1187
SCL,"2/8/2025 2 p.m. PST",1445,1420,290,-1155
SCL,"2/8/2025 3 p.m. PST",1435,1412,286,-1149
SCL,"2/8/2025 4 p.m. PST",1430,1402,421,-1009
SCL,"2/8/2025 5 p.m. PST",1424,1435,557,-867
SCL,"2/8/2025 6 p.m. PST",1494,1487,648,-846
SCL,"2/8/2025 7 p.m. PST",1475,1503,657,-818
SCL,"2/8/2025 8 p.m. PST",1475,1475,664,-811
SCL,"2/8/2025 9 p.m. PST",1453,1439,661,-792
SCL,"2/8/2025 10 p.m. PST",1411,1380,564,-847
SCL,"2/8/2025 11 p.m. PST",1341,1315,479,-862
SCL,"2/9/2025 12 a.m. PST",1270,1251,353,-917
SCL,"2/9/2025 1 a.m. PST",1185,1185,210,-975
SCL,"2/9/2025 2 a.m. PST",1143,1154,188,-955
SCL,"2/9/2025 3 a.m. PST",1135,1138,172,-963
SCL,"2/9/2025 4 a.m. PST",1157,1135,166,-991
SCL,"2/9/2025 5 a.m. PST",1176,1143,346,-830
SCL,"2/9/2025 6 a.m. PST",1203,1174,375,-828
SCL,"2/9/2025 7 a.m. PST",1272,1232,440,-832
SCL,"2/9/2025 8 a.m. PST",1310,1293,525,-785
SCL,"2/9/2025 9 a.m. PST",1378,1343,525,-853
SCL,"2/9/2025 10 a.m. PST",1394,1385,518,-876
SCL,"2/9/2025 11 a.m. PST",1399,1395,369,-1030
SCL,"2/9/2025 12 p.m. PST",1408,1385,333,-1075
SCL,"2/9/2025 1 p.m. PST",1417,1379,337,-1080
SCL,"2/9/2025 2 p.m. PST",1426,1366,337,-1089
SCL,"2/9/2025 3 p.m. PST",1428,1356,343,-1085
SCL,"2/9/2025 4 p.m. PST",1419,1367,495,-924
SCL,"2/9/2025 5 p.m. PST",1418,1398,547,-871
SCL,"2/9/2025 6 p.m. PST",1470,1470,633,-837
SCL,"2/9/2025 7 p.m. PST",1496,1498,636,-860
SCL,"2/9/2025 8 p.m. PST",1486,1494,631,-855
SCL,"2/9/2025 9 p.m. PST",1495,1467,607,-888
SCL,"2/9/2025 10 p.m. PST",1442,1408,612,-830
SCL,"2/9/2025 11 p.m. PST",1356,1332,528,-828
SCL,"2/10/2025 12 a.m. PST",1276,1246,408,-868
SCL,"2/10/2025 1 a.m. PST",1239,1194,213,-1026
SCL,"2/10/2025 2 a.m. PST",1226,1164,190,-1036
SCL,"2/10/2025 3 a.m. PST",1213,1162,186,-1027
SCL,"2/10/2025 4 a.m. PST",1228,1181,197,-1031
SCL,"2/10/2025 5 a.m. PST",1276,1232,227,-1049
SCL,"2/10/2025 6 a.m. PST",1382,1340,461,-921
SCL,"2/10/2025 7 a.m. PST",1534,1492,666,-868
SCL,"2/10/2025 8 a.m. PST",1641,1609,806,-835
SCL,"2/10/2025 9 a.m. PST",1652,1638,812,-840
SCL,"2/10/2025 10 a.m. PST",1651,1609,707,-944
SCL,"2/10/2025 11 a.m. PST",1645,1574,470,-1175
SCL,"2/10/2025 12 p.m. PST",1627,1533,264,-1363
SCL,"2/10/2025 1 p.m. PST",1604,1506,262,-1342
SCL,"2/10/2025 2 p.m. PST",1542,1471,262,-1280
SCL,"2/10/2025 3 p.m. PST",1514,1434,268,-1246
SCL,"2/10/2025 4 p.m. PST",1488,1443,436,-1052
SCL,"2/10/2025 5 p.m. PST",1555,1478,616,-939
SCL,"2/10/2025 6 p.m. PST",1657,1540,693,-964
SCL,"2/10/2025 7 p.m. PST",1708,1558,714,-994
SCL,"2/10/2025 8 p.m. PST",1667,1523,674,-993
SCL,"2/10/2025 9 p.m. PST",1657,1480,537,-1120
SCL,"2/10/2025 10 p.m. PST",1580,1405,514,-1066
SCL,"2/10/2025 11 p.m. PST",1478,1317,358,-1120
SCL,"2/11/2025 12 a.m. PST",1393,1232,330,-1063
SCL,"2/11/2025 1 a.m. PST",1344,1304,315,-1029
SCL,"2/11/2025 2 a.m. PST",1316,1269,291,-1025
SCL,"2/11/2025 3 a.m. PST",1312,1264,207,-1105
SCL,"2/11/2025 4 a.m. PST",1335,1272,236,-1099
SCL,"2/11/2025 5 a.m. PST",1395,1303,347,-1048
SCL,"2/11/2025 6 a.m. PST",1517,1398,665,-852
SCL,"2/11/2025 7 a.m. PST",1681,1549,827,-854
SCL,"2/11/2025 8 a.m. PST",1816,1667,832,-984
SCL,"2/11/2025 9 a.m. PST",1816,1675,826,-990
SCL,"2/11/2025 10 a.m. PST",1730,1638,607,-1123
SCL,"2/11/2025 11 a.m. PST",1667,1588,409,-1258
SCL,"2/11/2025 12 p.m. PST",1636,1550,360,-1276
SCL,"2/11/2025 1 p.m. PST",1597,1518,354,-1243
SCL,"2/11/2025 2 p.m. PST",1551,1488,355,-1196
SCL,"2/11/2025 3 p.m. PST",1525,1456,389,-1136
SCL,"2/11/2025 4 p.m. PST",1521,1451,517,-1004
SCL,"2/11/2025 5 p.m. PST",1569,1491,666,-903
SCL,"2/11/2025 6 p.m. PST",1616,1563,648,-968
SCL,"2/11/2025 7 p.m. PST",1667,1585,655,-1012
SCL,"2/11/2025 8 p.m. PST",1657,1558,613,-1044
SCL,"2/11/2025 9 p.m. PST",1630,1519,616,-1014
SCL,"2/11/2025 10 p.m. PST",1569,1450,562,-1007
SCL,"2/11/2025 11 p.m. PST",1469,1353,478,-991
SCL,"2/12/2025 12 a.m. PST",1316,1264,463,-853
SCL,"2/12/2025 1 a.m. PST",1382,1347,311,-1071
SCL,"2/12/2025 2 a.m. PST",1357,1308,286,-1071
SCL,"2/12/2025 3 a.m. PST",1358,1304,336,-1022
SCL,"2/12/2025 4 a.m. PST",1368,1313,368,-1000
SCL,"2/12/2025 5 a.m. PST",1383,1341,364,-1019
SCL,"2/12/2025 6 a.m. PST",1494,1431,631,-863
SCL,"2/12/2025 7 a.m. PST",1660,1574,849,-811
SCL,"2/12/2025 8 a.m. PST",1773,1675,854,-919
SCL,"2/12/2025 9 a.m. PST",1758,1688,885,-873
SCL,"2/12/2025 10 a.m. PST",1695,1651,770,-925
SCL,"2/12/2025 11 a.m. PST",1617,1594,651,-966
SCL,"2/12/2025 12 p.m. PST",1553,1540,213,-1340
SCL,"2/12/2025 1 p.m. PST",1501,1500,207,-1294
SCL,"2/12/2025 2 p.m. PST",1454,1460,217,-1237
SCL,"2/12/2025 3 p.m. PST",1409,1428,191,-1218
SCL,"2/12/2025 4 p.m. PST",1407,1416,489,-918
SCL,"2/12/2025 5 p.m. PST",1445,1456,549,-896
SCL,"2/12/2025 6 p.m. PST",1536,1542,553,-983
SCL,"2/12/2025 7 p.m. PST",1578,1573,642,-936
SCL,"2/12/2025 8 p.m. PST",1573,1550,638,-935
SCL,"2/12/2025 9 p.m. PST",1558,1519,541,-1017
SCL,"2/12/2025 10 p.m. PST",1497,1452,481,-1016
SCL,"2/12/2025 11 p.m. PST",1404,1363,485,-919
SCL,"2/13/2025 12 a.m. PST",1314,1276,314,-1000
SCL,"2/13/2025 1 a.m. PST",1268,1281,324,-944
SCL,"2/13/2025 2 a.m. PST",1235,1251,297,-938
