"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
SCL,"1/9/2024 11 a.m. PST",1480,1442,405,-1075
SCL,"1/9/2024 12 p.m. PST",1490,1440,449,-1041
SCL,"1/9/2024 1 p.m. PST",1484,1445,440,-1044
SCL,"1/9/2024 2 p.m. PST",1480,1440,449,-1031
SCL,"1/9/2024 3 p.m. PST",1461,1422,432,-1029
SCL,"1/9/2024 4 p.m. PST",1456,1438,423,-1033
SCL,"1/9/2024 5 p.m. PST",1495,1484,483,-1012
SCL,"1/9/2024 6 p.m. PST",1564,1538,503,-1061
SCL,"1/9/2024 7 p.m. PST",1543,1522,486,-1057
SCL,"1/9/2024 8 p.m. PST",1502,1473,458,-1044
SCL,"1/9/2024 9 p.m. PST",1465,1416,410,-1055
SCL,"1/9/2024 10 p.m. PST",1386,1340,385,-1001
SCL,"1/9/2024 11 p.m. PST",1290,1239,473,-817
SCL,"1/10/2024 12 a.m. PST",1193,1147,492,-701
SCL,"1/10/2024 1 a.m. PST",1137,1093,413,-724
SCL,"1/10/2024 2 a.m. PST",1100,1056,363,-737
SCL,"1/10/2024 3 a.m. PST",1091,1040,359,-732
SCL,"1/10/2024 4 a.m. PST",1099,1046,347,-752
SCL,"1/10/2024 5 a.m. PST",1153,1086,351,-802
SCL,"1/10/2024 6 a.m. PST",1251,1186,456,-795
SCL,"1/10/2024 7 a.m. PST",1411,1323,438,-973
SCL,"1/10/2024 8 a.m. PST",1527,1439,495,-1032
SCL,"1/10/2024 9 a.m. PST",1556,1469,513,-1043
SCL,"1/10/2024 10 a.m. PST",1561,1462,500,-1061
SCL,"1/10/2024 11 a.m. PST",1535,1446,476,-1059
SCL,"1/10/2024 12 p.m. PST",1515,1435,585,-930
SCL,"1/10/2024 1 p.m. PST",1490,1426,578,-912
SCL,"1/10/2024 2 p.m. PST",1447,1415,496,-951
SCL,"1/10/2024 3 p.m. PST",1389,1401,488,-901
SCL,"1/10/2024 4 p.m. PST",1443,1407,494,-949
SCL,"1/10/2024 5 p.m. PST",1505,1445,492,-1013
SCL,"1/10/2024 6 p.m. PST",1564,1512,535,-1029
SCL,"1/10/2024 7 p.m. PST",1548,1497,505,-1043
SCL,"1/10/2024 8 p.m. PST",1517,1458,498,-1019
SCL,"1/10/2024 9 p.m. PST",1479,1402,429,-1050
SCL,"1/10/2024 10 p.m. PST",1406,1330,396,-1010
SCL,"1/10/2024 11 p.m. PST",1303,1228,434,-869
SCL,"1/11/2024 12 a.m. PST",1212,1149,383,-829
SCL,"1/11/2024 1 a.m. PST",1112,1114,254,-858
SCL,"1/11/2024 2 a.m. PST",1080,1090,218,-862
SCL,"1/11/2024 3 a.m. PST",1066,1077,214,-852
